USRID	RST
92595	0.0093339775
4572	0.013217758
64470	0.026800668
68958	0.03257452
8839	0.012982339
15106	0.009976866
28227	0.010147219
76977	0.021640718
87072	0.033194467
40428	0.026622647
88271	0.026622647
46501	0.14298849
83325	0.05674782
66548	0.021583742
20169	0.009791248
72567	0.011423998
15100	0.19158776
88834	0.04063147
43478	0.30642372
50283	0.09101848
54729	0.034869347
51280	0.013604957
5185	0.15946516
29181	0.23473136
36725	0.018943153
6332	0.039317235
43184	0.013604957
43492	0.019592782
78130	0.04263516
39970	0.020495178
26707	0.013604957
95747	0.013604957
32000	0.029333213
29563	0.012907915
1214	0.047566492
95532	0.0153378295
30997	0.013604957
41483	0.00903562
91485	0.013144836
34268	0.024530413
68362	0.011286999
51303	0.011286999
23150	0.02291016
72173	0.01549646
78361	0.017602254
14681	0.095461585
54870	0.0140878735
78692	0.014086879
82177	0.027622042
91667	0.016774468
97707	0.03476051
33785	0.02239833
40002	0.030939076
68601	0.019370893
69208	0.060530968
20045	0.046328958
35513	0.043137055
32488	0.097635
92264	0.0141227655
97315	0.0141227655
97138	0.0157744
56741	0.077606924
56468	0.03329082
30377	0.008549034
75689	0.0141227655
5138	0.012487358
85578	0.02135979
55380	0.0141227655
3580	0.0141227655
10591	0.18416561
88829	0.029728964
70378	0.007350195
90	0.06645565
93750	0.0041456018
65453	0.003527638
61737	0.022363931
28911	0.0072557707
92138	0.027542522
10685	0.66318023
33571	0.004316651
49343	0.014021124
4517	0.004112612
53438	0.009116458
99859	0.20172574
32053	0.05543094
16232	0.05502124
22891	0.008416244
74363	0.012610686
94834	0.07205165
65943	0.0038234899
13210	0.02191906
68229	0.004631037
48566	0.012240635
65898	0.06758002
30761	0.006729488
16577	0.051081017
2199	0.0034889572
48444	0.005282221
6383	0.0051241326
25720	0.36458275
48748	0.102249235
32834	0.022041868
95341	0.022765229
11303	0.04176035
93680	0.052802797
75640	0.033524178
21824	0.0026253124
87863	0.016489714
91529	0.005583085
83492	0.011462226
31268	0.0066567333
29456	0.0054284264
9701	0.0059874207
65824	0.044050995
36430	0.005727332
79898	0.07282008
45378	0.0075987107
78550	0.024230098
36893	0.0056803296
75895	0.0035179898
88606	0.014571852
7950	0.003983687
8	0.009561237
83536	0.009989986
12369	0.0039216555
75596	0.005090657
41788	0.007207508
80986	0.030046377
13796	0.045796376
90765	0.22651003
33061	0.0143770985
40589	0.16908328
48944	0.005218135
60974	0.13344151
25143	0.008190043
49038	0.16874988
11531	0.0045878426
69194	0.0070950477
96410	0.015987318
37292	0.05587601
11498	0.004307432
21027	0.017018503
43287	0.021466648
35842	0.0060004382
70508	0.021413073
58516	0.0070380894
7429	0.0037743717
48060	0.046374768
76002	0.017100291
36240	0.14568412
82972	0.055861156
70829	0.033315074
77370	0.051163062
79159	0.012159461
99917	0.029286282
96415	0.01626135
64747	0.14678349
59205	0.0037988273
42001	0.03618876
94042	0.0031616315
67719	0.010457232
36941	0.037854627
19611	0.1119182
53929	0.0039233323
64935	0.019139508
62928	0.02105473
44644	0.006207893
2165	0.01020377
2750	0.003471492
35075	0.0667272
68184	0.015960447
92660	0.042089775
48242	0.03842558
41021	0.11585171
56158	0.9486077
36729	0.04369825
53368	0.034469932
16696	0.020641236
39160	0.009103923
57162	0.022563847
94709	0.031127555
99444	0.028270865
65067	0.029333575
76859	0.013383092
46875	0.010283932
82437	0.011556379
11550	0.014193787
69406	0.065719776
48770	0.41363686
77105	0.023975996
65668	0.0059716683
51565	0.04319768
12791	0.02238123
56302	0.06467485
10490	0.07256689
77007	0.004585644
37917	0.036109533
60045	0.034950387
29380	0.10168504
73443	0.030164838
94660	0.015593644
71287	0.0046653794
31758	0.017097477
94922	0.024615142
28389	0.018584624
21535	0.2153852
35849	0.04499469
9438	0.0061665513
49102	0.006912641
26352	0.008396902
90045	0.03176458
13997	0.0056090257
11701	0.01139712
3029	0.45453623
62771	0.004631353
96766	0.0043457975
38961	0.0056272415
66825	0.0047940863
61841	0.0045633772
96999	0.03883396
22004	0.0080356505
89338	0.051865418
88454	0.021817366
61027	0.851441
94073	0.0034231578
28952	0.006122366
76570	0.0065414426
11870	0.009242557
666	0.0026414492
11447	0.015909385
68500	0.0045756665
42725	0.024969816
2543	0.0047183135
74224	0.005007841
98754	0.0058729807
39649	0.0032447404
49388	0.029299391
24189	0.03092085
28125	0.0078780595
82672	0.049105722
4920	0.0069104712
11279	0.10325588
55377	0.008356304
1578	0.021596685
28142	0.018595384
38316	0.033184353
84178	0.0041376525
82948	0.026888702
32878	0.042874124
97672	0.004991213
17401	0.01530463
40185	0.28934518
68573	0.05375494
33759	0.02478565
87859	0.02475165
35348	0.20011124
58823	0.014131153
10805	0.0052849976
276	0.3177271
19071	0.007048123
69525	0.03678776
85647	0.006011104
52284	0.0061009526
62370	0.12156467
50710	0.006469418
15052	0.029939134
33517	0.035844456
74276	0.0069126706
69046	0.0024466142
57857	0.010055786
23401	0.045380853
36386	0.007145979
19019	0.009370171
93592	0.015577876
47237	0.06088737
99282	0.044632293
93754	0.06609713
72982	0.011851898
92702	0.02650948
47398	0.038124267
78479	0.026201975
53265	0.4497751
41455	0.005145073
97618	0.006630583
17163	0.025464058
57297	0.0047491426
87784	0.010983171
26658	0.0041938955
4089	0.03407512
66227	0.046759866
88839	0.030009627
61795	0.0036069725
65485	0.022417273
21787	0.08459524
25219	0.0046990635
43685	0.0043951566
29039	0.031550772
36191	0.013238166
97459	0.19721913
98820	0.014641734
93251	0.00524362
539	0.13406111
4435	0.028511047
40245	0.051860634
58111	0.032537602
9218	0.018609013
70372	0.022157175
67809	0.011547629
29922	0.03881927
48607	0.029249609
93044	0.20140532
57015	0.072433315
65894	0.037895355
63690	0.03878578
99644	0.024924332
40069	0.0038183336
319	0.10198506
80159	0.026018577
64501	0.17972353
